"ProductID","Product","Category","Segment","ManufacturerID","Manufacturer"
"55","Abbas RP-10","Rural","Productivity",1,"Abbas"
"56","Abbas RP-11","Rural","Productivity",1,"Abbas"
"57","Abbas RP-12","Rural","Productivity",1,"Abbas"
"58","Abbas RP-13","Rural","Productivity",1,"Abbas"
"59","Abbas RP-14","Rural","Productivity",1,"Abbas"
"60","Abbas RP-15","Rural","Productivity",1,"Abbas"
"61","Abbas RP-16","Rural","Productivity",1,"Abbas"
"62","Abbas RP-17","Rural","Productivity",1,"Abbas"
"63","Abbas RP-18","Rural","Productivity",1,"Abbas"
"64","Abbas RP-19","Rural","Productivity",1,"Abbas"
"65","Abbas RP-20","Rural","Productivity",1,"Abbas"
"66","Abbas RP-21","Rural","Productivity",1,"Abbas"
"67","Abbas RP-22","Rural","Productivity",1,"Abbas"
"68","Abbas RS-01","Rural","Select",1,"Abbas"
"69","Abbas RS-02","Rural","Select",1,"Abbas"
"70","Abbas RS-03","Rural","Select",1,"Abbas"
"71","Abbas RS-04","Rural","Select",1,"Abbas"
"72","Abbas RS-05","Rural","Select",1,"Abbas"
"73","Abbas RS-06","Rural","Select",1,"Abbas"
"74","Abbas UM-01","Urban","Moderation",1,"Abbas"
"75","Abbas UM-02","Urban","Moderation",1,"Abbas"
"76","Abbas UM-03","Urban","Moderation",1,"Abbas"
"77","Abbas UM-04","Urban","Moderation",1,"Abbas"
"78","Abbas UM-05","Urban","Moderation",1,"Abbas"
"79","Abbas UM-06","Urban","Moderation",1,"Abbas"
"80","Abbas UM-07","Urban","Moderation",1,"Abbas"
"81","Abbas UM-08","Urban","Moderation",1,"Abbas"
"82","Abbas UM-09","Urban","Moderation",1,"Abbas"
"83","Abbas UM-10","Urban","Moderation",1,"Abbas"
"84","Abbas UM-11","Urban","Moderation",1,"Abbas"
"85","Abbas UM-12","Urban","Moderation",1,"Abbas"
"86","Abbas UM-13","Urban","Moderation",1,"Abbas"
"87","Abbas UM-14","Urban","Moderation",1,"Abbas"
"88","Abbas UM-15","Urban","Moderation",1,"Abbas"
"89","Abbas UM-16","Urban","Moderation",1,"Abbas"
"90","Abbas UM-17","Urban","Moderation",1,"Abbas"
"91","Abbas UM-18","Urban","Moderation",1,"Abbas"
"92","Abbas UM-19","Urban","Moderation",1,"Abbas"
"93","Abbas UM-20","Urban","Moderation",1,"Abbas"
"94","Abbas UM-21","Urban","Moderation",1,"Abbas"
"95","Abbas UM-22","Urban","Moderation",1,"Abbas"
"96","Abbas UM-23","Urban","Moderation",1,"Abbas"
"97","Abbas UM-24","Urban","Moderation",1,"Abbas"
"98","Abbas UM-25","Urban","Moderation",1,"Abbas"
"99","Abbas UM-26","Urban","Moderation",1,"Abbas"
"100","Abbas UM-27","Urban","Moderation",1,"Abbas"
"101","Abbas UM-28","Urban","Moderation",1,"Abbas"
"102","Abbas UM-29","Urban","Moderation",1,"Abbas"
"103","Abbas UM-30","Urban","Moderation",1,"Abbas"
"104","Abbas UM-31","Urban","Moderation",1,"Abbas"
"105","Abbas UM-32","Urban","Moderation",1,"Abbas"
"106","Abbas UM-33","Urban","Moderation",1,"Abbas"
"107","Abbas UM-34","Urban","Moderation",1,"Abbas"
"108","Abbas UM-35","Urban","Moderation",1,"Abbas"
"109","Abbas UM-36","Urban","Moderation",1,"Abbas"
"110","Abbas UM-37","Urban","Moderation",1,"Abbas"
"111","Abbas UM-38","Urban","Moderation",1,"Abbas"
"112","Abbas UM-39","Urban","Moderation",1,"Abbas"
"113","Abbas UM-40","Urban","Moderation",1,"Abbas"
"114","Abbas UM-41","Urban","Moderation",1,"Abbas"
"115","Abbas UM-42","Urban","Moderation",1,"Abbas"
"116","Abbas UM-43","Urban","Moderation",1,"Abbas"
"117","Abbas UM-44","Urban","Moderation",1,"Abbas"
"118","Abbas UM-45","Urban","Moderation",1,"Abbas"
"119","Abbas UM-46","Urban","Moderation",1,"Abbas"
"120","Abbas UM-47","Urban","Moderation",1,"Abbas"
"121","Abbas UM-48","Urban","Moderation",1,"Abbas"
"122","Abbas UM-49","Urban","Moderation",1,"Abbas"
"123","Abbas UM-50","Urban","Moderation",1,"Abbas"
"124","Abbas UM-51","Urban","Moderation",1,"Abbas"
"125","Abbas UM-52","Urban","Moderation",1,"Abbas"
"126","Abbas UM-53","Urban","Moderation",1,"Abbas"
"127","Abbas UM-54","Urban","Moderation",1,"Abbas"
"128","Abbas UM-55","Urban","Moderation",1,"Abbas"
"129","Abbas UM-56","Urban","Moderation",1,"Abbas"
"130","Abbas UR-01","Urban","Regular",1,"Abbas"
"131","Abbas UR-02","Urban","Regular",1,"Abbas"
"132","Abbas UR-03","Urban","Regular",1,"Abbas"
"133","Abbas UR-04","Urban","Regular",1,"Abbas"
"134","Abbas UR-05","Urban","Regular",1,"Abbas"
"135","Abbas UR-06","Urban","Regular",1,"Abbas"
"136","Abbas UR-07","Urban","Regular",1,"Abbas"
"137","Abbas UR-08","Urban","Regular",1,"Abbas"
"138","Abbas UR-09","Urban","Regular",1,"Abbas"
"139","Abbas UR-10","Urban","Regular",1,"Abbas"
"140","Abbas UR-11","Urban","Regular",1,"Abbas"
"141","Abbas UR-12","Urban","Regular",1,"Abbas"
"142","Abbas UR-13","Urban","Regular",1,"Abbas"
"143","Abbas UR-14","Urban","Regular",1,"Abbas"
"144","Abbas UR-15","Urban","Regular",1,"Abbas"
"145","Abbas UR-16","Urban","Regular",1,"Abbas"
"146","Abbas UR-17","Urban","Regular",1,"Abbas"
"147","Abbas UR-18","Urban","Regular",1,"Abbas"
"148","Abbas UR-19","Urban","Regular",1,"Abbas"
"149","Abbas UR-20","Urban","Regular",1,"Abbas"
"150","Abbas UR-21","Urban","Regular",1,"Abbas"
"151","Abbas UR-22","Urban","Regular",1,"Abbas"
"152","Abbas UR-23","Urban","Regular",1,"Abbas"
"153","Abbas UR-24","Urban","Regular",1,"Abbas"
"154","Abbas UR-25","Urban","Regular",1,"Abbas"
"155","Abbas UR-26","Urban","Regular",1,"Abbas"
"156","Abbas UR-27","Urban","Regular",1,"Abbas"
"157","Abbas UR-28","Urban","Regular",1,"Abbas"
"158","Abbas UR-29","Urban","Regular",1,"Abbas"
"159","Abbas UR-30","Urban","Regular",1,"Abbas"
"160","Abbas UR-31","Urban","Regular",1,"Abbas"
"161","Abbas UR-32","Urban","Regular",1,"Abbas"
"162","Abbas UR-33","Urban","Regular",1,"Abbas"
"163","Abbas UR-34","Urban","Regular",1,"Abbas"
"164","Abbas UR-35","Urban","Regular",1,"Abbas"
"165","Abbas UR-36","Urban","Regular",1,"Abbas"
"166","Abbas UR-37","Urban","Regular",1,"Abbas"
"167","Abbas UR-38","Urban","Regular",1,"Abbas"
"168","Abbas UR-39","Urban","Regular",1,"Abbas"
"169","Abbas UR-40","Urban","Regular",1,"Abbas"
"170","Abbas UR-41","Urban","Regular",1,"Abbas"
"171","Abbas UR-42","Urban","Regular",1,"Abbas"
"172","Abbas UR-43","Urban","Regular",1,"Abbas"
"173","Abbas UE-01","Urban","Extreme",1,"Abbas"
"174","Abbas UE-02","Urban","Extreme",1,"Abbas"
"175","Abbas UE-03","Urban","Extreme",1,"Abbas"
"176","Abbas UE-04","Urban","Extreme",1,"Abbas"
"177","Abbas UE-05","Urban","Extreme",1,"Abbas"
"178","Abbas UE-06","Urban","Extreme",1,"Abbas"
"179","Abbas UE-07","Urban","Extreme",1,"Abbas"
"180","Abbas UE-08","Urban","Extreme",1,"Abbas"
"181","Abbas UE-09","Urban","Extreme",1,"Abbas"
"182","Abbas UE-10","Urban","Extreme",1,"Abbas"
"183","Abbas UE-11","Urban","Extreme",1,"Abbas"
"184","Abbas UE-12","Urban","Extreme",1,"Abbas"
"185","Abbas UE-13","Urban","Extreme",1,"Abbas"
"186","Abbas UE-14","Urban","Extreme",1,"Abbas"
"187","Abbas UE-15","Urban","Extreme",1,"Abbas"
"188","Abbas UE-16","Urban","Extreme",1,"Abbas"
"189","Abbas UC-01","Urban","Convenience",1,"Abbas"
"190","Abbas UC-02","Urban","Convenience",1,"Abbas"
"191","Abbas UC-03","Urban","Convenience",1,"Abbas"
"192","Abbas UC-04","Urban","Convenience",1,"Abbas"
"193","Abbas UC-05","Urban","Convenience",1,"Abbas"
"194","Abbas UC-06","Urban","Convenience",1,"Abbas"
"195","Abbas UC-07","Urban","Convenience",1,"Abbas"
"196","Abbas UC-08","Urban","Convenience",1,"Abbas"
"197","Abbas YY-01","Youth","Youth",1,"Abbas"
"198","Abbas YY-02","Youth","Youth",1,"Abbas"
"199","Barba UM-01","Urban","Moderation",3,"Barba"
"200","Barba UM-02","Urban","Moderation",3,"Barba"
"201","Barba UM-03","Urban","Moderation",3,"Barba"
"202","Barba UM-04","Urban","Moderation",3,"Barba"
"203","Barba UM-05","Urban","Moderation",3,"Barba"
"204","Barba UM-06","Urban","Moderation",3,"Barba"
"205","Barba UM-07","Urban","Moderation",3,"Barba"
"206","Barba UM-08","Urban","Moderation",3,"Barba"
"207","Barba UM-09","Urban","Moderation",3,"Barba"
"208","Barba UM-10","Urban","Moderation",3,"Barba"
"209","Barba UM-11","Urban","Moderation",3,"Barba"
"210","Barba UM-12","Urban","Moderation",3,"Barba"
"211","Fama MA-01","Mix","All Season",5,"Fama"
"212","Fama MA-02","Mix","All Season",5,"Fama"
"213","Fama RP-01","Rural","Productivity",5,"Fama"
"214","Fama RP-02","Rural","Productivity",5,"Fama"
"215","Fama RP-03","Rural","Productivity",5,"Fama"
"216","Fama RP-04","Rural","Productivity",5,"Fama"
"217","Fama RP-05","Rural","Productivity",5,"Fama"
"218","Fama RP-06","Rural","Productivity",5,"Fama"
"219","Fama RP-07","Rural","Productivity",5,"Fama"
"220","Fama RP-08","Rural","Productivity",5,"Fama"
"221","Fama RP-09","Rural","Productivity",5,"Fama"
"222","Fama RP-10","Rural","Productivity",5,"Fama"
"223","Fama UM-01","Urban","Moderation",5,"Fama"
"224","Fama UM-02","Urban","Moderation",5,"Fama"
"225","Fama UM-03","Urban","Moderation",5,"Fama"
"226","Fama UM-04","Urban","Moderation",5,"Fama"
"227","Fama UM-05","Urban","Moderation",5,"Fama"
"228","Fama UM-06","Urban","Moderation",5,"Fama"
"229","Fama UR-01","Urban","Regular",5,"Fama"
"230","Fama UR-02","Urban","Regular",5,"Fama"
"231","Fama UR-03","Urban","Regular",5,"Fama"
"232","Fama UR-04","Urban","Regular",5,"Fama"
"233","Fama UR-05","Urban","Regular",5,"Fama"
"234","Fama UR-06","Urban","Regular",5,"Fama"
"235","Fama UR-07","Urban","Regular",5,"Fama"
"236","Fama UR-08","Urban","Regular",5,"Fama"
"237","Fama UR-09","Urban","Regular",5,"Fama"
"238","Fama UR-10","Urban","Regular",5,"Fama"
"239","Fama UR-11","Urban","Regular",5,"Fama"
"240","Fama UR-12","Urban","Regular",5,"Fama"
"241","Fama UR-13","Urban","Regular",5,"Fama"
"242","Fama UR-14","Urban","Regular",5,"Fama"
"243","Fama UR-15","Urban","Regular",5,"Fama"
"244","Fama UR-16","Urban","Regular",5,"Fama"
"245","Fama UR-17","Urban","Regular",5,"Fama"
"246","Fama UR-18","Urban","Regular",5,"Fama"
"247","Fama UR-19","Urban","Regular",5,"Fama"
"248","Fama UR-20","Urban","Regular",5,"Fama"
"249","Fama UR-21","Urban","Regular",5,"Fama"
"250","Fama UR-22","Urban","Regular",5,"Fama"
"251","Fama UR-23","Urban","Regular",5,"Fama"
"252","Fama UR-24","Urban","Regular",5,"Fama"
"253","Fama UR-25","Urban","Regular",5,"Fama"
"254","Fama UR-26","Urban","Regular",5,"Fama"
"255","Fama UR-27","Urban","Regular",5,"Fama"
"256","Fama UR-28","Urban","Regular",5,"Fama"
"257","Fama UR-29","Urban","Regular",5,"Fama"
"258","Fama UR-30","Urban","Regular",5,"Fama"
"259","Fama UR-31","Urban","Regular",5,"Fama"
"260","Fama UR-32","Urban","Regular",5,"Fama"
"261","Fama UR-33","Urban","Regular",5,"Fama"
"262","Fama UR-34","Urban","Regular",5,"Fama"
"263","Fama UR-35","Urban","Regular",5,"Fama"
"264","Fama UR-36","Urban","Regular",5,"Fama"
"265","Fama UR-37","Urban","Regular",5,"Fama"
"266","Fama UR-38","Urban","Regular",5,"Fama"
"267","Fama UR-39","Urban","Regular",5,"Fama"
"268","Fama UR-40","Urban","Regular",5,"Fama"
"269","Fama UR-41","Urban","Regular",5,"Fama"
"270","Fama UR-42","Urban","Regular",5,"Fama"
"271","Fama UR-43","Urban","Regular",5,"Fama"
"272","Fama UR-44","Urban","Regular",5,"Fama"
"273","Fama UR-45","Urban","Regular",5,"Fama"
"274","Fama UR-46","Urban","Regular",5,"Fama"
"275","Fama UR-47","Urban","Regular",5,"Fama"
"276","Fama UR-48","Urban","Regular",5,"Fama"
"277","Fama UR-49","Urban","Regular",5,"Fama"
"278","Fama UR-50","Urban","Regular",5,"Fama"
"279","Fama UR-51","Urban","Regular",5,"Fama"
"280","Fama UE-01","Urban","Extreme",5,"Fama"
"281","Fama UE-02","Urban","Extreme",5,"Fama"
"282","Fama UE-03","Urban","Extreme",5,"Fama"
"283","Fama UE-04","Urban","Extreme",5,"Fama"
"284","Fama UE-05","Urban","Extreme",5,"Fama"
"285","Fama UE-06","Urban","Extreme",5,"Fama"
"286","Fama UE-07","Urban","Extreme",5,"Fama"
"287","Fama UE-08","Urban","Extreme",5,"Fama"
"288","Fama UE-09","Urban","Extreme",5,"Fama"
"289","Fama UE-10","Urban","Extreme",5,"Fama"
"290","Fama UE-11","Urban","Extreme",5,"Fama"
"291","Fama UE-12","Urban","Extreme",5,"Fama"
"292","Fama UE-13","Urban","Extreme",5,"Fama"
"293","Fama UE-14","Urban","Extreme",5,"Fama"
"294","Fama UE-15","Urban","Extreme",5,"Fama"
"295","Fama UE-16","Urban","Extreme",5,"Fama"
"296","Fama UE-17","Urban","Extreme",5,"Fama"
"297","Fama UE-18","Urban","Extreme",5,"Fama"
"298","Fama UE-19","Urban","Extreme",5,"Fama"
"299","Fama UE-20","Urban","Extreme",5,"Fama"
"300","Fama UE-21","Urban","Extreme",5,"Fama"
"301","Fama UE-22","Urban","Extreme",5,"Fama"
"302","Fama UE-23","Urban","Extreme",5,"Fama"
"303","Fama UE-24","Urban","Extreme",5,"Fama"
"304","Fama UE-25","Urban","Extreme",5,"Fama"
"305","Fama UE-26","Urban","Extreme",5,"Fama"
"306","Fama UE-27","Urban","Extreme",5,"Fama"
"307","Fama UE-28","Urban","Extreme",5,"Fama"
"308","Fama UE-29","Urban","Extreme",5,"Fama"
"309","Fama UE-30","Urban","Extreme",5,"Fama"
"310","Fama UE-31","Urban","Extreme",5,"Fama"
"311","Fama UE-32","Urban","Extreme",5,"Fama"
"312","Fama UE-33","Urban","Extreme",5,"Fama"
"313","Fama UE-34","Urban","Extreme",5,"Fama"
"314","Fama UE-35","Urban","Extreme",5,"Fama"
"315","Fama UE-36","Urban","Extreme",5,"Fama"
"316","Fama UE-37","Urban","Extreme",5,"Fama"
"317","Fama UE-38","Urban","Extreme",5,"Fama"
"318","Fama UE-39","Urban","Extreme",5,"Fama"
"319","Fama UE-40","Urban","Extreme",5,"Fama"
"320","Fama UE-41","Urban","Extreme",5,"Fama"
"321","Fama UE-42","Urban","Extreme",5,"Fama"
"322","Fama UE-43","Urban","Extreme",5,"Fama"
"323","Fama UE-44","Urban","Extreme",5,"Fama"
"324","Fama UE-45","Urban","Extreme",5,"Fama"
"325","Fama UE-46","Urban","Extreme",5,"Fama"
"326","Fama UE-47","Urban","Extreme",5,"Fama"
"327","Fama UE-48","Urban","Extreme",5,"Fama"
"328","Fama UE-49","Urban","Extreme",5,"Fama"
"329","Fama UE-50","Urban","Extreme",5,"Fama"
"330","Fama UE-51","Urban","Extreme",5,"Fama"
"331","Fama UE-52","Urban","Extreme",5,"Fama"
"332","Fama UE-53","Urban","Extreme",5,"Fama"
"333","Fama UE-54","Urban","Extreme",5,"Fama"
"334","Fama UE-55","Urban","Extreme",5,"Fama"
"335","Fama UE-56","Urban","Extreme",5,"Fama"
"336","Fama UE-57","Urban","Extreme",5,"Fama"
"337","Fama UE-58","Urban","Extreme",5,"Fama"
"338","Fama UE-59","Urban","Extreme",5,"Fama"
"339","Fama UE-60","Urban","Extreme",5,"Fama"
"340","Fama UE-61","Urban","Extreme",5,"Fama"
"341","Fama UE-62","Urban","Extreme",5,"Fama"
"342","Fama UE-63","Urban","Extreme",5,"Fama"
"343","Fama UE-64","Urban","Extreme",5,"Fama"
"344","Fama UE-65","Urban","Extreme",5,"Fama"
"345","Fama UE-66","Urban","Extreme",5,"Fama"
"346","Fama UE-67","Urban","Extreme",5,"Fama"
"347","Fama UE-68","Urban","Extreme",5,"Fama"
"348","Fama UE-69","Urban","Extreme",5,"Fama"
"349","Fama UE-70","Urban","Extreme",5,"Fama"
"350","Fama UE-71","Urban","Extreme",5,"Fama"
"351","Fama UE-72","Urban","Extreme",5,"Fama"
"352","Fama UE-73","Urban","Extreme",5,"Fama"
"353","Fama UE-74","Urban","Extreme",5,"Fama"
"354","Fama UE-75","Urban","Extreme",5,"Fama"
"355","Fama UE-76","Urban","Extreme",5,"Fama"
"356","Fama UE-77","Urban","Extreme",5,"Fama"
"357","Fama UE-78","Urban","Extreme",5,"Fama"
"358","Fama UE-79","Urban","Extreme",5,"Fama"
"359","Fama UE-80","Urban","Extreme",5,"Fama"
"360","Fama UE-81","Urban","Extreme",5,"Fama"
"361","Fama UE-82","Urban","Extreme",5,"Fama"
"362","Fama UE-83","Urban","Extreme",5,"Fama"
"363","Fama UE-84","Urban","Extreme",5,"Fama"
"364","Fama UE-85","Urban","Extreme",5,"Fama"
"365","Fama UE-86","Urban","Extreme",5,"Fama"
"366","Fama UE-87","Urban","Extreme",5,"Fama"
"367","Fama UE-88","Urban","Extreme",5,"Fama"
"368","Fama UE-89","Urban","Extreme",5,"Fama"
"369","Fama UE-90","Urban","Extreme",5,"Fama"
"370","Fama UE-91","Urban","Extreme",5,"Fama"
"371","Fama UE-92","Urban","Extreme",5,"Fama"
"372","Fama UE-93","Urban","Extreme",5,"Fama"
"373","Fama UE-94","Urban","Extreme",5,"Fama"
"374","Fama UE-95","Urban","Extreme",5,"Fama"
"375","Fama UE-96","Urban","Extreme",5,"Fama"
"376","Fama UE-97","Urban","Extreme",5,"Fama"
"377","Fama UE-98","Urban","Extreme",5,"Fama"
"378","Fama UE-99","Urban","Extreme",5,"Fama"
"379","Fama UE-00","Urban","Extreme",5,"Fama"
"380","Fama UE-01","Urban","Extreme",5,"Fama"
"381","Fama UE-02","Urban","Extreme",5,"Fama"
"382","Fama UE-03","Urban","Extreme",5,"Fama"
"383","Fama UE-04","Urban","Extreme",5,"Fama"
"384","Fama UE-05","Urban","Extreme",5,"Fama"
"385","Fama UE-06","Urban","Extreme",5,"Fama"
"386","Fama UE-07","Urban","Extreme",5,"Fama"
"387","Fama UC-01","Urban","Convenience",5,"Fama"
"388","Fama UC-02","Urban","Convenience",5,"Fama"
"389","Fama UC-03","Urban","Convenience",5,"Fama"
"390","Fama UC-04","Urban","Convenience",5,"Fama"
"391","Fama UC-05","Urban","Convenience",5,"Fama"
"392","Maximus RP-01","Rural","Productivity",7,"VanArsdel"
"393","Maximus RP-02","Rural","Productivity",7,"VanArsdel"
"394","Maximus RS-01","Rural","Select",7,"VanArsdel"
"395","Maximus RS-02","Rural","Select",7,"VanArsdel"
"396","Maximus UM-01","Urban","Moderation",7,"VanArsdel"
"397","Maximus UM-02","Urban","Moderation",7,"VanArsdel"
"398","Maximus UM-03","Urban","Moderation",7,"VanArsdel"
"399","Maximus UM-04","Urban","Moderation",7,"VanArsdel"
"400","Maximus UM-05","Urban","Moderation",7,"VanArsdel"
"401","Maximus UM-06","Urban","Moderation",7,"VanArsdel"
"402","Maximus UM-07","Urban","Moderation",7,"VanArsdel"
"403","Maximus UM-08","Urban","Moderation",7,"VanArsdel"
"404","Maximus UM-09","Urban","Moderation",7,"VanArsdel"
"405","Maximus UM-10","Urban","Moderation",7,"VanArsdel"
"406","Maximus UM-11","Urban","Moderation",7,"VanArsdel"
"407","Maximus UM-12","Urban","Moderation",7,"VanArsdel"
"408","Maximus UM-13","Urban","Moderation",7,"VanArsdel"
"409","Maximus UM-14","Urban","Moderation",7,"VanArsdel"
"410","Maximus UM-15","Urban","Moderation",7,"VanArsdel"
"411","Maximus UM-16","Urban","Moderation",7,"VanArsdel"
"412","Maximus UM-17","Urban","Moderation",7,"VanArsdel"
"413","Maximus UM-18","Urban","Moderation",7,"VanArsdel"
"414","Maximus UM-19","Urban","Moderation",7,"VanArsdel"
"415","Maximus UM-20","Urban","Moderation",7,"VanArsdel"
"416","Maximus UM-21","Urban","Moderation",7,"VanArsdel"
"417","Maximus UM-22","Urban","Moderation",7,"VanArsdel"
"418","Maximus UM-23","Urban","Moderation",7,"VanArsdel"
"419","Maximus UM-24","Urban","Moderation",7,"VanArsdel"
"420","Maximus UM-25","Urban","Moderation",7,"VanArsdel"
"421","Maximus UM-26","Urban","Moderation",7,"VanArsdel"
"422","Maximus UM-27","Urban","Moderation",7,"VanArsdel"
"423","Maximus UM-28","Urban","Moderation",7,"VanArsdel"
"424","Maximus UM-29","Urban","Moderation",7,"VanArsdel"
"425","Maximus UM-30","Urban","Moderation",7,"VanArsdel"
"426","Maximus UM-31","Urban","Moderation",7,"VanArsdel"
"427","Maximus UM-32","Urban","Moderation",7,"VanArsdel"
"428","Maximus UM-33","Urban","Moderation",7,"VanArsdel"
"429","Maximus UM-34","Urban","Moderation",7,"VanArsdel"
"430","Maximus UM-35","Urban","Moderation",7,"VanArsdel"
"431","Maximus UM-36","Urban","Moderation",7,"VanArsdel"
"432","Maximus UM-37","Urban","Moderation",7,"VanArsdel"
"433","Maximus UM-38","Urban","Moderation",7,"VanArsdel"
"434","Maximus UM-39","Urban","Moderation",7,"VanArsdel"
"435","Maximus UM-40","Urban","Moderation",7,"VanArsdel"
"436","Maximus UM-41","Urban","Moderation",7,"VanArsdel"
"437","Maximus UM-42","Urban","Moderation",7,"VanArsdel"
"438","Maximus UM-43","Urban","Moderation",7,"VanArsdel"
"439","Maximus UM-44","Urban","Moderation",7,"VanArsdel"
"440","Maximus UM-45","Urban","Moderation",7,"VanArsdel"
"441","Maximus UM-46","Urban","Moderation",7,"VanArsdel"
"442","Maximus UM-47","Urban","Moderation",7,"VanArsdel"
"443","Maximus UM-48","Urban","Moderation",7,"VanArsdel"
"444","Maximus UM-49","Urban","Moderation",7,"VanArsdel"
"445","Maximus UM-50","Urban","Moderation",7,"VanArsdel"
"446","Maximus UM-51","Urban","Moderation",7,"VanArsdel"
"447","Maximus UM-52","Urban","Moderation",7,"VanArsdel"
"448","Maximus UM-53","Urban","Moderation",7,"VanArsdel"
"449","Maximus UM-54","Urban","Moderation",7,"VanArsdel"
"450","Maximus UM-55","Urban","Moderation",7,"VanArsdel"
"451","Maximus UM-56","Urban","Moderation",7,"VanArsdel"
"452","Maximus UM-57","Urban","Moderation",7,"VanArsdel"
"453","Maximus UM-58","Urban","Moderation",7,"VanArsdel"
"454","Maximus UM-59","Urban","Moderation",7,"VanArsdel"
"455","Maximus UM-60","Urban","Moderation",7,"VanArsdel"
"456","Maximus UM-61","Urban","Moderation",7,"VanArsdel"
"457","Maximus UM-62","Urban","Moderation",7,"VanArsdel"
"458","Maximus UM-63","Urban","Moderation",7,"VanArsdel"
"459","Maximus UM-64","Urban","Moderation",7,"VanArsdel"
"460","Maximus UM-65","Urban","Moderation",7,"VanArsdel"
"461","Maximus UM-66","Urban","Moderation",7,"VanArsdel"
"462","Maximus UM-67","Urban","Moderation",7,"VanArsdel"
"463","Maximus UM-68","Urban","Moderation",7,"VanArsdel"
"464","Maximus UM-69","Urban","Moderation",7,"VanArsdel"
"465","Maximus UM-70","Urban","Moderation",7,"VanArsdel"
"466","Maximus UM-71","Urban","Moderation",7,"VanArsdel"
"467","Maximus UM-72","Urban","Moderation",7,"VanArsdel"
"468","Maximus UM-73","Urban","Moderation",7,"VanArsdel"
"469","Maximus UM-74","Urban","Moderation",7,"VanArsdel"
"470","Maximus UM-75","Urban","Moderation",7,"VanArsdel"
"471","Maximus UM-76","Urban","Moderation",7,"VanArsdel"
"472","Maximus UM-77","Urban","Moderation",7,"VanArsdel"
"473","Maximus UM-78","Urban","Moderation",7,"VanArsdel"
"474","Maximus UM-79","Urban","Moderation",7,"VanArsdel"
"475","Maximus UM-80","Urban","Moderation",7,"VanArsdel"
"476","Maximus UM-81","Urban","Moderation",7,"VanArsdel"
