"DateID","StateID","ManufacturerID","Score","Manufacturer","Date","State","zip","ProductID"
7,6,8,"87","Natura",1/1/2014 0:00:00,"CO","00027","694"
7,10,1,"44","Abbas",1/1/2014 0:00:00,"FL","00041","1"
7,21,8,"63","Natura",1/1/2014 0:00:00,"MI","48001","694"
7,35,2,"73","Aliqui",1/1/2014 0:00:00,"OK","00067","2187"
7,47,9,"90","Palma",1/1/2014 0:00:00,"WI","53001","1027"
7,41,8,"73","Natura",1/1/2014 0:00:00,"TN","42223","694"
7,8,4,"43","Currus",1/1/2014 0:00:00,"DC","20001","1908"
7,24,10,"90","Pirum",1/1/2014 0:00:00,"MS","38848","1043"
7,30,6,"86","Leo",1/1/2014 0:00:00,"NJ","07001","1863"
7,39,12,"64","Quibus",1/1/2014 0:00:00,"SC","29001","1233"
7,29,9,"63","Palma",1/1/2014 0:00:00,"NH","03033","1027"
7,27,8,"80","Natura",1/1/2014 0:00:00,"ND","58001","694"
7,35,3,"77","Barba",1/1/2014 0:00:00,"OK","00067","199"
7,34,8,"89","Natura",1/1/2014 0:00:00,"OH","43001","694"
7,31,14,"74","Victoria",1/1/2014 0:00:00,"NM","00064","2102"
7,12,11,"72","Pomum",1/1/2014 0:00:00,"IA","50001","1726"
7,16,11,"66","Pomum",1/1/2014 0:00:00,"KS","66002","1726"
7,2,7,"44","Maximus",1/1/2014 0:00:00,"AL","35004","392"
7,7,4,"13","Currus",1/1/2014 0:00:00,"CT","06001","1908"
7,44,1,"78","Abbas",1/1/2014 0:00:00,"VA","20041","1"
7,39,6,"68","Leo",1/1/2014 0:00:00,"SC","29001","1863"
7,28,9,"62","Palma",1/1/2014 0:00:00,"NE","68001","1027"
7,14,14,"85","Victoria",1/1/2014 0:00:00,"IL","62356","2102"
7,42,3,"86","Barba",1/1/2014 0:00:00,"TX","00188","199"
7,27,2,"70","Aliqui",1/1/2014 0:00:00,"ND","58001","2187"
7,19,9,"86","Palma",1/1/2014 0:00:00,"MA","00158","1027"
7,27,7,"47","Maximus",1/1/2014 0:00:00,"ND","58001","392"
7,43,2,"78","Aliqui",1/1/2014 0:00:00,"UT","00071","2187"
7,48,12,"79","Quibus",1/1/2014 0:00:00,"WV","24701","1233"
7,23,7,"41","Maximus",1/1/2014 0:00:00,"MO","63005","392"
7,38,1,"80","Abbas",1/1/2014 0:00:00,"RI","02801","1"
7,42,3,"83","Barba",1/1/2014 0:00:00,"TX","00188","199"
7,30,2,"73","Aliqui",1/1/2014 0:00:00,"NJ","07001","2187"
7,1,12,"66","Quibus",1/1/2014 0:00:00,"AK","00001","1233"
7,23,8,"67","Natura",1/1/2014 0:00:00,"MO","63005","694"
7,39,13,"89","Salvus",1/1/2014 0:00:00,"SC","29001","1688"
7,15,9,"82","Palma",1/1/2014 0:00:00,"IN","46001","1027"
7,8,1,"16","Abbas",1/1/2014 0:00:00,"DC","20001","1"
7,11,10,"87","Pirum",1/1/2014 0:00:00,"GA","39813","1043"
7,30,1,"70","Abbas",1/1/2014 0:00:00,"NJ","07001","1"
7,5,7,"41","Maximus",1/1/2014 0:00:00,"CA","00012","392"
7,23,12,"63","Quibus",1/1/2014 0:00:00,"MO","63005","1233"
7,22,14,"67","Victoria",1/1/2014 0:00:00,"MN","00059","2102"
7,14,10,"70","Pirum",1/1/2014 0:00:00,"IL","62356","1043"
7,3,8,"73","Natura",1/1/2014 0:00:00,"AR","71601","694"
7,16,2,"30","Aliqui",1/1/2014 0:00:00,"KS","66002","2187"
7,2,11,"63","Pomum",1/1/2014 0:00:00,"AL","35004","1726"
7,40,1,"65","Abbas",1/1/2014 0:00:00,"SD","57001","1"
7,44,7,"43","Maximus",1/1/2014 0:00:00,"VA","20041","392"
7,38,6,"81","Leo",1/1/2014 0:00:00,"RI","02801","1863"
7,7,13,"80","Salvus",1/1/2014 0:00:00,"CT","06001","1688"
7,15,3,"21","Barba",1/1/2014 0:00:00,"IN","46001","199"
7,3,14,"61","Victoria",1/1/2014 0:00:00,"AR","71601","2102"
7,14,13,"90","Salvus",1/1/2014 0:00:00,"IL","62356","1688"
7,36,13,"78","Salvus",1/1/2014 0:00:00,"OR","00068","1688"
7,37,8,"75","Natura",1/1/2014 0:00:00,"PA","15937","694"
7,15,8,"67","Natura",1/1/2014 0:00:00,"IN","46001","694"
7,49,9,"64","Palma",1/1/2014 0:00:00,"WY","82001","1027"
7,29,8,"88","Natura",1/1/2014 0:00:00,"NH","03033","694"
7,16,9,"62","Palma",1/1/2014 0:00:00,"KS","66002","1027"
7,17,13,"81","Salvus",1/1/2014 0:00:00,"KY","40003","1688"
7,27,4,"66","Currus",1/1/2014 0:00:00,"ND","58001","1908"
7,4,2,"32","Aliqui",1/1/2014 0:00:00,"AZ","00014","2187"
7,9,3,"18","Barba",1/1/2014 0:00:00,"DE","19701","199"
7,12,3,"25","Barba",1/1/2014 0:00:00,"IA","50001","199"
7,28,13,"74","Salvus",1/1/2014 0:00:00,"NE","68001","1688"
7,8,4,"15","Currus",1/1/2014 0:00:00,"DC","20001","1908"
7,25,6,"81","Leo",1/1/2014 0:00:00,"MT","00063","1863"
7,6,10,"64","Pirum",1/1/2014 0:00:00,"CO","00027","1043"
7,40,9,"66","Palma",1/1/2014 0:00:00,"SD","57001","1027"
7,14,14,"62","Victoria",1/1/2014 0:00:00,"IL","62356","2102"
7,15,2,"35","Aliqui",1/1/2014 0:00:00,"IN","46001","2187"
7,2,10,"80","Pirum",1/1/2014 0:00:00,"AL","35004","1043"
7,31,1,"87","Abbas",1/1/2014 0:00:00,"NM","00064","1"
7,44,11,"89","Pomum",1/1/2014 0:00:00,"VA","20041","1726"
7,17,13,"69","Salvus",1/1/2014 0:00:00,"KY","40003","1688"
7,33,10,"83","Pirum",1/1/2014 0:00:00,"NY","00501","1043"
7,22,11,"69","Pomum",1/1/2014 0:00:00,"MN","00059","1726"
7,16,7,"53","Maximus",1/1/2014 0:00:00,"KS","66002","392"
7,11,13,"82","Salvus",1/1/2014 0:00:00,"GA","39813","1688"
7,24,4,"62","Currus",1/1/2014 0:00:00,"MS","38848","1908"
7,42,3,"68","Barba",1/1/2014 0:00:00,"TX","00188","199"
7,16,1,"14","Abbas",1/1/2014 0:00:00,"KS","66002","1"
7,49,12,"77","Quibus",1/1/2014 0:00:00,"WY","82001","1233"
7,14,12,"72","Quibus",1/1/2014 0:00:00,"IL","62356","1233"
7,13,4,"19","Currus",1/1/2014 0:00:00,"ID","00056","1908"
7,32,10,"83","Pirum",1/1/2014 0:00:00,"NV","88901","1043"
7,28,9,"74","Palma",1/1/2014 0:00:00,"NE","68001","1027"
7,24,13,"72","Salvus",1/1/2014 0:00:00,"MS","38848","1688"
7,18,13,"88","Salvus",1/1/2014 0:00:00,"LA","00116","1688"
7,18,5,"18","Fama",1/1/2014 0:00:00,"LA","00116","211"
7,42,3,"81","Barba",1/1/2014 0:00:00,"TX","00188","199"
7,18,4,"47","Currus",1/1/2014 0:00:00,"LA","00116","1908"
7,31,4,"84","Currus",1/1/2014 0:00:00,"NM","00064","1908"
7,20,3,"78","Barba",1/1/2014 0:00:00,"MD","20058","199"
7,40,4,"70","Currus",1/1/2014 0:00:00,"SD","57001","1908"
7,10,1,"33","Abbas",1/1/2014 0:00:00,"FL","00041","1"
7,45,4,"68","Currus",1/1/2014 0:00:00,"VT","05101","1908"
7,39,5,"78","Fama",1/1/2014 0:00:00,"SC","29001","211"
7,7,9,"79","Palma",1/1/2014 0:00:00,"CT","06001","1027"
7,30,14,"63","Victoria",1/1/2014 0:00:00,"NJ","07001","2102"
7,35,9,"80","Palma",1/1/2014 0:00:00,"OK","00067","1027"
7,13,4,"48","Currus",1/1/2014 0:00:00,"ID","00056","1908"
7,33,14,"79","Victoria",1/1/2014 0:00:00,"NY","00501","2102"
7,35,10,"81","Pirum",1/1/2014 0:00:00,"OK","00067","1043"
7,5,8,"87","Natura",1/1/2014 0:00:00,"CA","00012","694"
7,9,2,"36","Aliqui",1/1/2014 0:00:00,"DE","19701","2187"
7,8,9,"69","Palma",1/1/2014 0:00:00,"DC","20001","1027"
7,38,5,"86","Fama",1/1/2014 0:00:00,"RI","02801","211"
7,3,1,"16","Abbas",1/1/2014 0:00:00,"AR","71601","1"
7,2,11,"81","Pomum",1/1/2014 0:00:00,"AL","35004","1726"
7,6,14,"87","Victoria",1/1/2014 0:00:00,"CO","00027","2102"
7,27,13,"81","Salvus",1/1/2014 0:00:00,"ND","58001","1688"
7,3,13,"62","Salvus",1/1/2014 0:00:00,"AR","71601","1688"
7,30,6,"87","Leo",1/1/2014 0:00:00,"NJ","07001","1863"
7,13,3,"14","Barba",1/1/2014 0:00:00,"ID","00056","199"
7,10,13,"75","Salvus",1/1/2014 0:00:00,"FL","00041","1688"
7,40,10,"62","Pirum",1/1/2014 0:00:00,"SD","57001","1043"
7,2,13,"74","Salvus",1/1/2014 0:00:00,"AL","35004","1688"
7,18,13,"60","Salvus",1/1/2014 0:00:00,"LA","00116","1688"
7,29,14,"66","Victoria",1/1/2014 0:00:00,"NH","03033","2102"
7,33,2,"67","Aliqui",1/1/2014 0:00:00,"NY","00501","2187"
7,18,13,"80","Salvus",1/1/2014 0:00:00,"LA","00116","1688"
7,25,2,"78","Aliqui",1/1/2014 0:00:00,"MT","00063","2187"
7,12,8,"80","Natura",1/1/2014 0:00:00,"IA","50001","694"
7,10,14,"67","Victoria",1/1/2014 0:00:00,"FL","00041","2102"
7,32,6,"75","Leo",1/1/2014 0:00:00,"NV","88901","1863"
7,16,14,"74","Victoria",1/1/2014 0:00:00,"KS","66002","2102"
7,48,9,"90","Palma",1/1/2014 0:00:00,"WV","24701","1027"
7,8,7,"57","Maximus",1/1/2014 0:00:00,"DC","20001","392"
7,25,4,"74","Currus",1/1/2014 0:00:00,"MT","00063","1908"
7,21,4,"72","Currus",1/1/2014 0:00:00,"MI","48001","1908"
7,36,1,"73","Abbas",1/1/2014 0:00:00,"OR","00068","1"
7,41,5,"70","Fama",1/1/2014 0:00:00,"TN","42223","211"
7,45,14,"88","Victoria",1/1/2014 0:00:00,"VT","05101","2102"
7,22,5,"86","Fama",1/1/2014 0:00:00,"MN","00059","211"
7,25,12,"85","Quibus",1/1/2014 0:00:00,"MT","00063","1233"
7,37,8,"80","Natura",1/1/2014 0:00:00,"PA","15937","694"
7,37,6,"76","Leo",1/1/2014 0:00:00,"PA","15937","1863"
7,46,7,"57","Maximus",1/1/2014 0:00:00,"WA","00072","392"
7,12,9,"70","Palma",1/1/2014 0:00:00,"IA","50001","1027"
7,43,10,"77","Pirum",1/1/2014 0:00:00,"UT","00071","1043"
7,37,11,"70","Pomum",1/1/2014 0:00:00,"PA","15937","1726"
7,21,3,"72","Barba",1/1/2014 0:00:00,"MI","48001","199"
7,41,4,"76","Currus",1/1/2014 0:00:00,"TN","42223","1908"
7,44,1,"63","Abbas",1/1/2014 0:00:00,"VA","20041","1"
7,15,9,"68","Palma",1/1/2014 0:00:00,"IN","46001","1027"
7,46,11,"90","Pomum",1/1/2014 0:00:00,"WA","00072","1726"
7,21,10,"83","Pirum",1/1/2014 0:00:00,"MI","48001","1043"
7,36,11,"71","Pomum",1/1/2014 0:00:00,"OR","00068","1726"
7,49,4,"68","Currus",1/1/2014 0:00:00,"WY","82001","1908"
7,26,2,"67","Aliqui",1/1/2014 0:00:00,"NC","00084","2187"
7,20,6,"80","Leo",1/1/2014 0:00:00,"MD","20058","1863"
7,8,4,"32","Currus",1/1/2014 0:00:00,"DC","20001","1908"
7,38,7,"45","Maximus",1/1/2014 0:00:00,"RI","02801","392"
7,36,11,"67","Pomum",1/1/2014 0:00:00,"OR","00068","1726"
7,24,4,"63","Currus",1/1/2014 0:00:00,"MS","38848","1908"
7,35,7,"55","Maximus",1/1/2014 0:00:00,"OK","00067","392"
7,43,8,"65","Natura",1/1/2014 0:00:00,"UT","00071","694"
7,8,2,"17","Aliqui",1/1/2014 0:00:00,"DC","20001","2187"
7,9,7,"55","Maximus",1/1/2014 0:00:00,"DE","19701","392"
7,12,4,"50","Currus",1/1/2014 0:00:00,"IA","50001","1908"
7,2,11,"65","Pomum",1/1/2014 0:00:00,"AL","35004","1726"
7,10,2,"15","Aliqui",1/1/2014 0:00:00,"FL","00041","2187"
7,16,5,"24","Fama",1/1/2014 0:00:00,"KS","66002","211"
7,39,14,"62","Victoria",1/1/2014 0:00:00,"SC","29001","2102"
7,8,9,"60","Palma",1/1/2014 0:00:00,"DC","20001","1027"
7,46,12,"63","Quibus",1/1/2014 0:00:00,"WA","00072","1233"
7,31,10,"69","Pirum",1/1/2014 0:00:00,"NM","00064","1043"
7,49,10,"64","Pirum",1/1/2014 0:00:00,"WY","82001","1043"
7,21,10,"74","Pirum",1/1/2014 0:00:00,"MI","48001","1043"
7,31,10,"70","Pirum",1/1/2014 0:00:00,"NM","00064","1043"
7,36,7,"45","Maximus",1/1/2014 0:00:00,"OR","00068","392"
7,19,11,"74","Pomum",1/1/2014 0:00:00,"MA","00158","1726"
7,29,11,"87","Pomum",1/1/2014 0:00:00,"NH","03033","1726"
7,36,10,"75","Pirum",1/1/2014 0:00:00,"OR","00068","1043"
7,26,7,"55","Maximus",1/1/2014 0:00:00,"NC","00084","392"
7,8,8,"73","Natura",1/1/2014 0:00:00,"DC","20001","694"
7,10,9,"89","Palma",1/1/2014 0:00:00,"FL","00041","1027"
7,34,3,"87","Barba",1/1/2014 0:00:00,"OH","43001","199"
7,36,11,"63","Pomum",1/1/2014 0:00:00,"OR","00068","1726"
7,35,14,"63","Victoria",1/1/2014 0:00:00,"OK","00067","2102"
7,46,8,"82","Natura",1/1/2014 0:00:00,"WA","00072","694"
7,17,2,"36","Aliqui",1/1/2014 0:00:00,"KY","40003","2187"
7,6,4,"32","Currus",1/1/2014 0:00:00,"CO","00027","1908"
7,8,13,"64","Salvus",1/1/2014 0:00:00,"DC","20001","1688"
7,25,4,"71","Currus",1/1/2014 0:00:00,"MT","00063","1908"
7,22,2,"83","Aliqui",1/1/2014 0:00:00,"MN","00059","2187"
7,41,9,"71","Palma",1/1/2014 0:00:00,"TN","42223","1027"
7,38,3,"87","Barba",1/1/2014 0:00:00,"RI","02801","199"
7,1,4,"18","Currus",1/1/2014 0:00:00,"AK","00001","1908"
7,10,5,"15","Fama",1/1/2014 0:00:00,"FL","00041","211"
7,3,1,"37","Abbas",1/1/2014 0:00:00,"AR","71601","1"
7,9,2,"27","Aliqui",1/1/2014 0:00:00,"DE","19701","2187"
7,22,3,"70","Barba",1/1/2014 0:00:00,"MN","00059","199"
7,36,9,"82","Palma",1/1/2014 0:00:00,"OR","00068","1027"
7,37,9,"75","Palma",1/1/2014 0:00:00,"PA","15937","1027"
7,16,13,"79","Salvus",1/1/2014 0:00:00,"KS","66002","1688"
7,46,4,"82","Currus",1/1/2014 0:00:00,"WA","00072","1908"
7,30,1,"65","Abbas",1/1/2014 0:00:00,"NJ","07001","1"
7,9,5,"10","Fama",1/1/2014 0:00:00,"DE","19701","211"
7,7,7,"49","Maximus",1/1/2014 0:00:00,"CT","06001","392"
7,48,5,"60","Fama",1/1/2014 0:00:00,"WV","24701","211"
7,22,14,"89","Victoria",1/1/2014 0:00:00,"MN","00059","2102"
7,2,11,"86","Pomum",1/1/2014 0:00:00,"AL","35004","1726"
7,7,8,"65","Natura",1/1/2014 0:00:00,"CT","06001","694"
7,34,12,"90","Quibus",1/1/2014 0:00:00,"OH","43001","1233"
7,23,1,"84","Abbas",1/1/2014 0:00:00,"MO","63005","1"
7,42,13,"67","Salvus",1/1/2014 0:00:00,"TX","00188","1688"
7,43,9,"88","Palma",1/1/2014 0:00:00,"UT","00071","1027"
7,26,6,"75","Leo",1/1/2014 0:00:00,"NC","00084","1863"
7,41,2,"82","Aliqui",1/1/2014 0:00:00,"TN","42223","2187"
7,23,9,"89","Palma",1/1/2014 0:00:00,"MO","63005","1027"
7,38,2,"88","Aliqui",1/1/2014 0:00:00,"RI","02801","2187"
7,11,12,"73","Quibus",1/1/2014 0:00:00,"GA","39813","1233"
7,1,5,"40","Fama",1/1/2014 0:00:00,"AK","00001","211"
7,47,1,"89","Abbas",1/1/2014 0:00:00,"WI","53001","1"
7,6,13,"85","Salvus",1/1/2014 0:00:00,"CO","00027","1688"
7,41,1,"67","Abbas",1/1/2014 0:00:00,"TN","42223","1"
7,18,11,"87","Pomum",1/1/2014 0:00:00,"LA","00116","1726"
7,15,2,"24","Aliqui",1/1/2014 0:00:00,"IN","46001","2187"
7,25,14,"88","Victoria",1/1/2014 0:00:00,"MT","00063","2102"
7,45,10,"80","Pirum",1/1/2014 0:00:00,"VT","05101","1043"
7,21,4,"66","Currus",1/1/2014 0:00:00,"MI","48001","1908"
7,26,11,"62","Pomum",1/1/2014 0:00:00,"NC","00084","1726"
7,42,14,"64","Victoria",1/1/2014 0:00:00,"TX","00188","2102"
7,30,5,"84","Fama",1/1/2014 0:00:00,"NJ","07001","211"
7,40,14,"73","Victoria",1/1/2014 0:00:00,"SD","57001","2102"
7,37,6,"80","Leo",1/1/2014 0:00:00,"PA","15937","1863"
7,29,3,"75","Barba",1/1/2014 0:00:00,"NH","03033","199"
7,26,10,"73","Pirum",1/1/2014 0:00:00,"NC","00084","1043"
7,32,8,"84","Natura",1/1/2014 0:00:00,"NV","88901","694"
7,46,7,"49","Maximus",1/1/2014 0:00:00,"WA","00072","392"
7,15,14,"76","Victoria",1/1/2014 0:00:00,"IN","46001","2102"
7,17,10,"67","Pirum",1/1/2014 0:00:00,"KY","40003","1043"
7,8,13,"66","Salvus",1/1/2014 0:00:00,"DC","20001","1688"
7,23,5,"84","Fama",1/1/2014 0:00:00,"MO","63005","211"
7,18,11,"72","Pomum",1/1/2014 0:00:00,"LA","00116","1726"
7,23,8,"71","Natura",1/1/2014 0:00:00,"MO","63005","694"
7,41,8,"80","Natura",1/1/2014 0:00:00,"TN","42223","694"
7,25,7,"57","Maximus",1/1/2014 0:00:00,"MT","00063","392"
7,42,1,"71","Abbas",1/1/2014 0:00:00,"TX","00188","1"
7,40,13,"81","Salvus",1/1/2014 0:00:00,"SD","57001","1688"
7,29,13,"74","Salvus",1/1/2014 0:00:00,"NH","03033","1688"
7,22,14,"77","Victoria",1/1/2014 0:00:00,"MN","00059","2102"
7,35,13,"87","Salvus",1/1/2014 0:00:00,"OK","00067","1688"
7,26,13,"66","Salvus",1/1/2014 0:00:00,"NC","00084","1688"
7,48,6,"82","Leo",1/1/2014 0:00:00,"WV","24701","1863"
7,43,1,"88","Abbas",1/1/2014 0:00:00,"UT","00071","1"
7,14,1,"44","Abbas",1/1/2014 0:00:00,"IL","62356","1"
7,37,5,"65","Fama",1/1/2014 0:00:00,"PA","15937","211"
7,3,13,"79","Salvus",1/1/2014 0:00:00,"AR","71601","1688"
7,36,5,"73","Fama",1/1/2014 0:00:00,"OR","00068","211"
7,34,11,"83","Pomum",1/1/2014 0:00:00,"OH","43001","1726"
7,17,14,"88","Victoria",1/1/2014 0:00:00,"KY","40003","2102"
7,31,4,"67","Currus",1/1/2014 0:00:00,"NM","00064","1908"
7,33,8,"88","Natura",1/1/2014 0:00:00,"NY","00501","694"
7,21,7,"53","Maximus",1/1/2014 0:00:00,"MI","48001","392"
7,24,6,"84","Leo",1/1/2014 0:00:00,"MS","38848","1863"
7,25,7,"46","Maximus",1/1/2014 0:00:00,"MT","00063","392"
7,22,8,"74","Natura",1/1/2014 0:00:00,"MN","00059","694"
7,43,2,"70","Aliqui",1/1/2014 0:00:00,"UT","00071","2187"
7,49,8,"90","Natura",1/1/2014 0:00:00,"WY","82001","694"
7,28,12,"81","Quibus",1/1/2014 0:00:00,"NE","68001","1233"
7,49,8,"68","Natura",1/1/2014 0:00:00,"WY","82001","694"
7,24,9,"60","Palma",1/1/2014 0:00:00,"MS","38848","1027"
7,27,3,"65","Barba",1/1/2014 0:00:00,"ND","58001","199"
7,25,12,"64","Quibus",1/1/2014 0:00:00,"MT","00063","1233"
7,23,8,"68","Natura",1/1/2014 0:00:00,"MO","63005","694"
7,43,4,"85","Currus",1/1/2014 0:00:00,"UT","00071","1908"
7,14,14,"70","Victoria",1/1/2014 0:00:00,"IL","62356","2102"
7,19,13,"81","Salvus",1/1/2014 0:00:00,"MA","00158","1688"
7,4,8,"88","Natura",1/1/2014 0:00:00,"AZ","00014","694"
7,34,11,"90","Pomum",1/1/2014 0:00:00,"OH","43001","1726"
7,16,4,"44","Currus",1/1/2014 0:00:00,"KS","66002","1908"
7,38,6,"88","Leo",1/1/2014 0:00:00,"RI","02801","1863"
7,12,10,"69","Pirum",1/1/2014 0:00:00,"IA","50001","1043"
7,9,12,"61","Quibus",1/1/2014 0:00:00,"DE","19701","1233"
7,49,2,"65","Aliqui",1/1/2014 0:00:00,"WY","82001","2187"
7,12,7,"53","Maximus",1/1/2014 0:00:00,"IA","50001","392"
7,27,13,"77","Salvus",1/1/2014 0:00:00,"ND","58001","1688"
7,25,5,"71","Fama",1/1/2014 0:00:00,"MT","00063","211"
7,32,7,"44","Maximus",1/1/2014 0:00:00,"NV","88901","392"
7,46,1,"76","Abbas",1/1/2014 0:00:00,"WA","00072","1"
7,38,12,"64","Quibus",1/1/2014 0:00:00,"RI","02801","1233"
7,41,3,"60","Barba",1/1/2014 0:00:00,"TN","42223","199"
7,12,3,"16","Barba",1/1/2014 0:00:00,"IA","50001","199"
7,7,10,"75","Pirum",1/1/2014 0:00:00,"CT","06001","1043"
7,23,5,"78","Fama",1/1/2014 0:00:00,"MO","63005","211"
7,31,6,"64","Leo",1/1/2014 0:00:00,"NM","00064","1863"
7,19,3,"11","Barba",1/1/2014 0:00:00,"MA","00158","199"
7,40,12,"68","Quibus",1/1/2014 0:00:00,"SD","57001","1233"
7,9,4,"39","Currus",1/1/2014 0:00:00,"DE","19701","1908"
7,38,7,"40","Maximus",1/1/2014 0:00:00,"RI","02801","392"
7,17,3,"19","Barba",1/1/2014 0:00:00,"KY","40003","199"
7,20,9,"73","Palma",1/1/2014 0:00:00,"MD","20058","1027"
7,5,6,"73","Leo",1/1/2014 0:00:00,"CA","00012","1863"
7,33,10,"83","Pirum",1/1/2014 0:00:00,"NY","00501","1043"
7,47,2,"87","Aliqui",1/1/2014 0:00:00,"WI","53001","2187"
7,16,1,"23","Abbas",1/1/2014 0:00:00,"KS","66002","1"
7,6,12,"80","Quibus",1/1/2014 0:00:00,"CO","00027","1233"
7,15,2,"42","Aliqui",1/1/2014 0:00:00,"IN","46001","2187"
7,22,6,"75","Leo",1/1/2014 0:00:00,"MN","00059","1863"
7,26,5,"69","Fama",1/1/2014 0:00:00,"NC","00084","211"
7,44,7,"43","Maximus",1/1/2014 0:00:00,"VA","20041","392"
7,45,13,"61","Salvus",1/1/2014 0:00:00,"VT","05101","1688"
7,11,5,"50","Fama",1/1/2014 0:00:00,"GA","39813","211"
7,3,4,"45","Currus",1/1/2014 0:00:00,"AR","71601","1908"
7,21,12,"84","Quibus",1/1/2014 0:00:00,"MI","48001","1233"
7,3,13,"67","Salvus",1/1/2014 0:00:00,"AR","71601","1688"
7,26,13,"65","Salvus",1/1/2014 0:00:00,"NC","00084","1688"
7,9,4,"35","Currus",1/1/2014 0:00:00,"DE","19701","1908"
7,20,4,"62","Currus",1/1/2014 0:00:00,"MD","20058","1908"
7,37,11,"72","Pomum",1/1/2014 0:00:00,"PA","15937","1726"
